Order No,Cust ID,Order Date,Order Status,Order Amount,Feedback
4.26E+18,X5600222,21-01-2005 00:44,Other,,The KYC verification process for the Credit Card is a nightmare. It failed multiple times.
4.26E+18,K5B06610,21-01-2005 00:46,Other,,The KYC verification process for the Insurance is a nightmare. It failed multiple times.
4.26E+18,K5B06610,21-01-2005 00:51,Other,,"i am the best financial advisor in haryana, contact me for portfolio management."
4.26E+18,PTZ36200,21-01-2005 02:54,Other,,I was on hold for 45 minutes when I called your In-Person Branch. Terrible support.
4.26E+18,Q8GW2203,21-01-2005 03:26,Other,,"I AM THE BEST FINANCIAL ADVISOR IN HARYANA, CONTACT ME FOR PORTFOLIO MANAGEMENT."
4.26E+18,B8ZM7169,21-01-2005 04:46,Other,,The information on the Phone Call is misleading and outdated.
4.26E+18,B8ZM7169,21-01-2005 05:11,Other,,What is the next step after applying for a Credit Card via the Phoneaall?
4.26E+18,B8ZM7169,21-01-2005 05:19,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,9NGI3001,21-01-2005 05:43,Other,,customer service on your mobile app was useless. they couldn't answer any of my questions.
4.26E+18,ZQYU9391,21-01-2005 07:00,Other,,Got my Insurance documents and welcome kit very quickly. Super efficient!
4.26E+18,60TM1760,21-01-2005 07:42,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,5GIO9652,21-01-2005 08:32,Other,,My application for a Credit Card was rejected without any explanation. What a waste of time.
4.26E+18,KFTX3360,21-01-2005 08:41,Other,,The staff I spoke to via Website were so helpful and patient.
4.26E+18,6F8D1894,21-01-2005 09:30,Other,,My application for a Credit Card was rejected without any explanation. What a waste of time.
4.26E+18,4CY54445,21-01-2005 10:16,Other,,Customer service on your Website was useless. They couldn't answer any of my questions.
4.26E+18,Z8EA4622,21-01-2005 10:32,Won,10848,The app is buggy and keeps logging me out while I'm trying to manage my Insurance.
4.26E+18,DE8P0754,21-01-2005 10:34,Other,,The staff Inpoke to via Phone Call were so helpful and patient.
4.26E+18,KIJA5202,21-01-2005 10:35,Other,,Received a quote for my Credit Card.
4.26E+18,P3993249,21-01-2005 11:03,Other,,The KYC verification process for the Insurance is a nightmare. It failed multiple times.
4.26E+18,34062535,21-01-2005 11:36,Other,,the process on the in-person branch was incredibly smooth and fast!
4.26E+18,34062535,21-01-2005 11:40,Other,,The staff I spoke to via Mobile App were soyelpful and patient.
4.26E+18,8YVP2567,21-01-2005 11:49,Other,,I was on hold for 45 minutes when I called yougPhone Call. Terrible support.
4.26E+18,70I69733,21-01-2005 11:58,Other,,Love the benefits offered with my new Insurance. Highly recommend.
4.26E+18,IJ8Y8935,21-01-2005 12:22,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,ZTKS1798,21-01-2005 12:23,Other,,The information on the Mobile App is misleading al outdated.
4.26E+18,8YVP2567,21-01-2005 12:40,Other,,The process on the Mobile App was incredibly smooth and fast!
4.26E+18,D5SO7518,21-01-2005 12:48,Other,,The Website kept crashing when I tried to apply for a Credit Card.
4.26E+18,LUFU4371,21-01-2005 12:49,Other,,Is there an annual fee for this Savings Account?
4.26E+18,WKG73725,21-01-2005 12:51,Other,,Everything was clear and transparent from the start. Very happy with the Insurance.
4.26E+18,PBX84555,21-01-2005 13:08,Other,,My application for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,85O69812,21-01-2005 13:11,Other,,The information on the Mjile App is misleading and outdated.
4.26E+18,9QN27688,21-01-2005 13:11,Won,887,i was on hold for 45 minutes when i called your in-person branch. terrible support.
4.26E+18,60TM1760,21-01-2005 13:36,Other,,Just confirming that my documents for the Savings Account were received.
4.26E+18,ZSTN4750,21-01-2005 13:50,Other,,The KYC verification process for the Savings Account is a nwhtmare. It failed multiple times.
4.26E+18,9RG79749,21-01-2005 13:55,Won,1335,The Website kept crashing when I tried to apply for a Credit Card.
4.26E+18,LD8V6913,21-01-2005 13:57,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,LD8V6913,21-01-2005 14:01,Other,,The Mobile App kept crashing when I tried to apply for a Insurance.
4.26E+18,8YVP2567,21-01-2005 14:04,Other,,THIS IS A TEST COMMENT.
4.26E+18,LD8V6913,21-01-2005 14:05,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,LD8V6913,21-01-2005 14:09,Other,,there are so many hidden fees! the savings account costs way more than advertised.
4.26E+18,PBX84555,21-01-2005 14:15,Other,,Why does it take over two weeks to get a simple Credit Card approvm?
4.26E+18,E69M8741,21-01-2005 14:27,Other,,The information on the In-Person Branch is misleading and outdated.
4.26E+18,EJKM3769,21-01-2005 14:38,Other,,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,S7AS3263,21-01-2005 14:46,Other,,Can someonehelp me with my homework?
4.26E+18,FV9F5434,21-01-2005 14:46,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,EJKM3769,21-01-2005 14:47,Other,,THE PHONE CALL KEPT CRASHING WHEN I TRIED TO APPLY FOR A CREDIT CARD.
4.26E+18,S7AS3263,21-01-2005 14:48,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,26X80126,21-01-2005 15:02,Won,1444,Just confirming that my documents for the Credit Card were received.
4.26E+18,8YVP2567,21-01-2005 15:10,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Credit Card.
4.26E+18,QAFX3212,21-01-2005 15:17,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Savings Account.
4.26E+18,0S420385,21-01-2005 15:18,Other,,Can someone help me with my homework?
4.26E+18,9TCI2632,21-01-2005 15:20,Other,,I was on hold for 45 minutes when I called your In-Person Branch. Terrible support.
4.26E+18,9TCI2632,21-01-2005 15:22,Other,,Received a quote for my Insurance.
4.26E+18,9TCI2632,21-01-2005 15:28,Other,,I was approved for my Savings Account in minutes. Excellent service.
4.26E+18,26X80126,21-01-2005 15:31,Won,1646,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,0S420385,21-01-2005 15:43,Won,1446,there are so many hidden fees! the credit card costs way more than advertised.
4.26E+18,87R97776,21-01-2005 16:23,Other,,The information on the Mobile App is misleading and outdated.
4.26E+18,4ZMH5663,21-01-2005 16:33,Other,,What is the next step after applying for a Credit Card via the Phone Call?
4.26E+18,Y3OG8218,21-01-2005 17:04,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,8U2B2019,21-01-2005 17:17,Other,,I was on hold for 45 minutes when I called your Phone Call. Terrible support.
4.26E+18,D6FQ0788,21-01-2005 17:18,Other,,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,D6FQ0788,21-01-2005 17:24,Other,,Got my Savings Account documents and welcome kit very quickly. Super efficient!
4.26E+18,VJUR7637,21-01-2005 17:35,Other,,THE KYC VERIFICATION PROCESS FOR THE SAVINGS ACCOUNT IS A NIGHTMARE. IT FAILED MULTIPLE TIMES.
4.26E+18,VJUR7637,21-01-2005 17:38,Other,,My application for a Savings Account was rejbted without any explanation. What a waste of time.
4.26E+18,VJUR7637,21-01-2005 17:44,Other,,The In-Person Branch is very user-friendly and easy to navigate. A great experience.
4.26E+18,26X80126,21-01-2005 17:48,Won,1605,WHY DOES IT TAKE OVER TWO WEEKS TO GET A SIMPLE INSURANCE APPROVED?
4.26E+18,5AQE3341,21-01-2005 17:50,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,ZERX9690,21-01-2005 17:53,Other,,My application for a Savings Accoat was rejected without any explanation. What a waste of time.
4.26E+18,26X80126,21-01-2005 18:08,Won,1645,The app is buggy and keeps logging me out while I'm trying to manage my Insurance.
4.26E+18,5AQE3341,21-01-2005 18:20,Other,,Is there an annual fee for this Credit Card?
4.26E+18,7TG30409,21-01-2005 18:27,Other,,The process on the Mobile App was incredibly smooth and fast!
4.26E+18,70I69733,21-01-2005 18:39,Other,,THE MOBILE APP IS VERY USER-FRIENDLY AND EASY TO NAVIGATE. A GREAT EXPERIENCE.
4.26E+18,QF2G8228,21-01-2005 18:49,Other,,Love the benefits offered with my new Insurance. Highly recommend.
4.26E+18,4ZMH5663,21-01-2005 18:50,Other,,What is the next step after applying for a Credit Card via the In-Person Branch?
4.26E+18,EP446346,21-01-2005 19:02,Other,,i was on hold for 45 minutes when i called your website. terrible support.
4.26E+18,FV9F5434,21-01-2005 19:05,Other,,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,DE8P0754,21-01-2005,Other,,I was on hold for 45 minutes when I called your Mobile App. Terrible support.
4.26E+18,BPFY2505,21-01-2005,Other,,The Mobile App kept crashing when I tried to apply for a Insurance.
4.26E+18,5AQE3341,21-01-2005,Other,,I was on hold for 45 minutes when I called your Phone Call. Terrible support.
4.26E+18,UT3H1048,21-01-2005,Other,,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,0G909403,21-01-2005,Other,,Received a quote for my Insurance.
4.26E+18,0G909403,21-01-2005,Other,,The staff I spoke to via In-Person Branch were so helpful and patient.
4.26E+18,G6PX4022,21-01-2005,Other,,what is the next step after applying for a savings account via the in-person branch?
4.26E+18,HZR13051,21-01-2005,Other,,MY APPLICATION FOR A SAVINGS ACCOUNT WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,G6PX4022,21-01-2005,Other,,The staff I spoke to viaqhone Call were so helpful and patient.
4.26E+18,O37P6639,21-01-2005,Other,,I was approved for my Savings Account in minutes. Excellent service.
4.26E+18,IMEE2234,21-01-2005,Other,,Requesting more information about the Savings Account benefits.
4.26E+18,WEWN4443,21-01-2005,Other,,THE INFORMATION ON THE PHONE CALL IS MISLEADING AND OUTDATED.
4.26E+18,87R97776,21-01-2005,Other,,THE IN-PERSON BRANCH KEPT CRASHING WHEN I TRIED TO APPLY FOR A CREDIT CARD.
4.26E+18,IO609916,21-01-2005,Other,,Love the benefits offered with my new Insurance. Highly recommend.
4.26E+18,CWC49119,21-01-2005,Other,,REQUESTING MORE INFORMATION ABOUT THE CREDIT CARD BENEFITS.
4.26E+18,IO609916,21-01-2005,Other,,The Mobile App kept crashing when I tried to apply for a Savings Account.
4.26E+18,ZTOT0124,21-01-2006,Other,,the process on the website was incredibly smooth and fast!
4.26E+18,ZTOT0124,21-01-2006,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,ZTOT0124,21-01-2006,Other,,Everything was clear and transparent from the start. Very happy with the Savings Account.
4.26E+18,V3X06002,21-01-2006,Other,,There are so many hidden fees! The Savings Account costs way more than advertised.
4.26E+18,V3X06002,21-01-2006,Other,,The staff I spoke to via Phje Call were so helpful and patient.
4.26E+18,VJP46269,21-01-2006,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Insurance.
4.26E+18,8YVP2567,21-01-2006,Other,,The information on the In-Person Branch is misleading and outdated.
4.26E+18,IEMR2454,21-01-2006,Other,,The Website is very user-friendly and easy to nyigate. A great experience.
4.26E+18,IEMR2454,21-01-2006,Other,,My application for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,BJ8T1883,21-01-2006,Other,,Love the benefits offered with my new Credit Card. Highly recommend.
4.26E+18,INLY2743,21-01-2006,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,Y0AK7588,21-01-2006,Other,,learn how to triple your income with my new book!
4.26E+18,RQKE6777,21-01-2006,Other,,My application for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,S7AS3263,21-01-2006,Other,,My applicatik for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,87R97776,21-01-2006,Other,,Just confirming that my documents for the Credit Card were received.
4.26E+18,INLY2743,21-01-2006,Won,4479,The process on the Website was incredibly smooth and fast!
4.26E+18,INLY2743,21-01-2006,Other,,The KYC verification process for the Credit Card is a nightmare. It failed multiple times.
4.26E+18,87R97776,21-01-2006,Other,,Learn how to triple your income with my new book!
4.26E+18,Z8EA4622,21-01-2006,Won,17040,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,D6FQ0788,21-01-2006,Other,,i was on hold for 45 minutes when i called your phone call. terrible support.
4.26E+18,DZJU7770,21-01-2006,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,DZJU7770,21-01-2006,Other,,The information on the Phone Call is misleading and outdated.
4.26E+18,GD604094,21-01-2006,Other,,Everything was clear and transparent from the start. Very happy with the Savings Account.
4.26E+18,686U6098,21-01-2006,Other,,I was approved for my Savings Account in minutes. Excellent service.
4.26E+18,IMEE2234,21-01-2006,Other,,Can someone help me with my homewom?
4.26E+18,IMEE2234,21-01-2006,Other,,WHY DOES IT TAKE OVER TWO WEEKS TO GET A SIMPLE INSURANCE APPROVED?
4.26E+18,IMEE2234,21-01-2006,Other,,My new Credit Card is now active.
4.26E+18,XPEW2525,21-01-2006,Other,,LEARN HOW TO TRIPLE YOUR INCOME WITH MY NEW BOOK!
4.26E+18,BJ8T1883,21-01-2006,Other,,This is a test comment.
4.26E+18,DVU07776,21-01-2006,Other,,requesting more information about the insurance benefits.
4.26E+18,HZR13051,21-01-2006,Other,,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,DVU07776,21-01-2006,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,1PKX3508,21-01-2006,Other,,Got my Credit Card documents and welcome kit very quickly. Super efficient!
4.26E+18,3EO03138,21-01-2006,Other,,My new Insurance is now active.
4.26E+18,3EO03138,21-01-2006,Other,,The Website kept crashing when I tried to apply for a Insurance.
4.26E+18,WYAE0999,21-01-2006,Other,,Is there an annual fee for this Credit Card?
4.26E+18,X2US4850,21-01-2006,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,X5600222,21-01-2006,Other,,This is a test comment.
4.26E+18,DZJU7770,21-01-2006,Other,,The KYC verification process for the Savings Account is a nightmare. It failed multiple times.
4.26E+18,H85N7431,21-01-2006,Other,,Just confirming that my documents for the Credit Card were received.
4.26E+18,H85N7431,21-01-2006,Other,,Received a quote for my Insurance.
4.26E+18,BJ8T1883,21-01-2006,Other,,The staff I spoke to via Phone Call were so helpful and patient.
4.26E+18,957I3212,21-01-2006,Other,,My application for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,DVU07776,21-01-2006,Other,,Requesting more information about the Credit Card benefits.
4.26E+18,DWRT2102,21-01-2006,Other,,The process on the Website was incredibly smooth and fast!
4.26E+18,BPFY2505,21-01-2006,Other,,The Phone Call kept crashing when I tried to apply for a Credit Card.
4.26E+18,26X80126,21-01-2006,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,26X80126,21-01-2006,Other,,Can someone help me with my hofwork?
4.26E+18,6SYC0444,21-01-2006,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,9NGI3001,21-01-2006,Other,,I was on hoc for 45 minutes when I called your In-Person Branch. Terrible support.
